nb_cluster	nb_cluster_with_poly	nb_clustered_taxid_with_poly	nb_expected_taxid	complement_clustered_taxid_with_poly	complement_expected_taxid	expected_and_clustered_intersection	Evalue	coverage	inflation	precision	sensitivity	F1_score
107884	110	1262	1217	489	258	773	1e-30	50	5	0.5085526315789474	0.7497575169738119	0.6060368482947863
81915	94	1202	1217	421	250	781	1e-80	30	1_8	0.5378787878787878	0.7575169738118331	0.6290777285541684
100878	118	1256	1217	481	256	775	1e-50	60	3	0.5125661375661376	0.7516973811833172	0.6095163193079041
88774	101	2026	1217	1177	182	849	1e-10	60	1_4	0.3845108695652174	0.8234723569350145	0.5242358752701451
82078	94	1152	1217	371	250	781	1e-80	30	2	0.5570613409415122	0.7575169738118331	0.642005754212906
109362	119	1258	1217	489	262	769	1e-30	50	8	0.5059210526315789	0.7458777885548011	0.6029008232065857
102028	130	1224	1217	464	271	760	1e-50	60	5	0.5083612040133779	0.7371483996120272	0.601741884402217
82616	99	1131	1217	358	258	773	1e-80	30	3	0.556515478761699	0.7497575169738119	0.6388429752066116
89999	105	1812	1217	1000	219	812	1e-10	60	1_6	0.3998030526834072	0.7875848690591658	0.5303723056825604
103116	138	1188	1217	457	300	731	1e-50	60	8	0.49126344086021506	0.7090203685741998	0.5803890432711394
83432	115	1079	1217	321	273	758	1e-80	30	5	0.5606508875739645	0.7352085354025218	0.6361728913134704
84226	120	1048	1217	317	300	731	1e-80	30	8	0.5422848664688428	0.7090203685741998	0.6145439260193358
90917	106	1681	1217	874	224	807	1e-10	60	1_8	0.42362204724409447	0.7827352085354026	0.5497275204359673
104141	94	1908	1217	1070	193	838	1e-30	60	1_2	0.398857686815802	0.8128031037827352	0.5351213282247765
91662	108	1676	1217	871	226	805	1e-10	60	2	0.42323869610935855	0.7807953443258971	0.548926014319809
100215	119	1460	1217	630	201	830	1e-50	70	1_2	0.4996989765201686	0.8050436469447139	0.6166419019316494
81413	87	1312	1217	503	222	809	1e-80	40	1_2	0.5273794002607562	0.7846750727449079	0.6307992202729045
105241	102	1848	1217	1001	184	847	1e-30	60	1_4	0.4168307086614173	0.8215324927255092	0.5530525628468821
94071	112	1593	1217	815	253	778	1e-10	60	3	0.42145178764897073	0.7546071774975752	0.5408411539798401
81803	94	1220	1217	434	245	786	1e-80	40	1_4	0.5365187713310581	0.7623666343355965	0.6298076923076923
100901	128	1318	1217	543	256	775	1e-50	70	1_4	0.4923761118170267	0.7516973811833172	0.5950095969289827
82083	97	1204	1217	422	249	782	1e-80	40	1_6	0.5381968341362698	0.7584869059165859	0.6296296296296297
96485	126	1501	1217	738	268	763	1e-10	60	5	0.4313171283210854	0.7400581959262852	0.545
105944	106	1598	1217	807	240	791	1e-30	60	1_6	0.43035908596300326	0.7672162948593598	0.551411641686999
101341	130	1292	1217	523	262	769	1e-50	70	1_6	0.4948519948519948	0.7458777885548011	0.5949709864603482
82276	102	1189	1217	411	253	778	1e-80	40	1_8	0.5395284327323162	0.7546071774975752	0.6291953093408816
98398	133	1458	1217	706	279	752	1e-10	60	8	0.43293033966609096	0.7293889427740058	0.5433526011560693
82443	102	1155	1217	377	253	778	1e-80	40	2	0.5525568181818182	0.7546071774975752	0.6379663796637967
106389	107	1590	1217	799	240	791	1e-30	60	1_8	0.43224043715846994	0.7672162948593598	0.552953512757777
101598	131	1265	1217	496	262	769	1e-50	70	1_8	0.5036018336607727	0.7458777885548011	0.6012509773260359
82965	108	1116	1217	358	273	758	1e-80	40	3	0.5457163426925846	0.7352085354025218	0.6264462809917355
101790	133	1264	1217	495	262	769	1e-50	70	2	0.5039318479685452	0.7458777885548011	0.6014861165428236
83741	122	1071	1217	321	281	750	1e-80	40	5	0.5547337278106509	0.7274490785645005	0.6294586655476291
106739	110	1571	1217	784	244	787	1e-30	60	2	0.43360881542699725	0.7633365664403492	0.5530569219957835
84534	131	1052	1217	317	296	735	1e-80	40	8	0.5452522255192879	0.7129000969932104	0.617906683480454
91184	111	1934	1217	1091	188	843	1e-10	70	1_2	0.39726672950047126	0.8176527643064986	0.5347288296860133
102560	133	1206	1217	454	279	752	1e-50	70	3	0.5063973063973064	0.7293889427740058	0.5977742448330684
108055	114	1538	1217	762	255	776	1e-30	60	3	0.4327941996653653	0.7526673132880698	0.5495750708215297
103656	138	1177	1217	433	287	744	1e-50	70	5	0.5081967213114754	0.7216294859359845	0.5963927855711423
81982	106	1298	1217	501	234	797	1e-80	50	1_2	0.5202349869451697	0.7730358874878759	0.6219274287943816
93266	121	1790	1217	991	232	799	1e-10	70	1_4	0.3951533135509397	0.7749757516973812	0.523419587291189
109757	126	1247	1217	485	269	762	1e-30	60	5	0.5026385224274407	0.7390882638215325	0.5983510011778563
82361	109	1206	1217	426	251	780	1e-80	50	1_4	0.5353466026080989	0.7565470417070805	0.6270096463022509
104725	146	1164	1217	424	291	740	1e-50	70	8	0.5085910652920962	0.7177497575169738	0.5953338696701528
111240	134	1227	1217	469	273	758	1e-30	60	8	0.5053333333333333	0.7352085354025218	0.5989727380482023
94450	125	1596	1217	822	257	774	1e-10	70	1_6	0.41770102536427417	0.7507274490785645	0.536754507628294
82639	111	1192	1217	416	255	776	1e-80	50	1_6	0.5362819626814098	0.7526673132880698	0.6263115415657788
82828	112	1163	1217	389	257	774	1e-80	50	1_8	0.5450704225352113	0.7507274490785645	0.6315789473684211
95320	125	1544	1217	789	276	755	1e-10	70	1_8	0.41483516483516486	0.7322987390882638	0.5296387232549982
102775	142	1268	1217	497	260	771	1e-50	80	1_2	0.5045811518324608	0.7478176527643065	0.6025791324736225
82994	113	1154	1217	380	257	774	1e-80	50	2	0.5485471296952515	0.7507274490785645	0.6339066339066339
106746	112	1865	1217	1022	188	843	1e-30	70	1_2	0.41061860691670726	0.8176527643064986	0.5466926070038911
96037	127	1541	1217	786	276	755	1e-10	70	2	0.4155200880572372	0.7322987390882638	0.5301966292134831
83476	117	1123	1217	365	273	758	1e-80	50	3	0.5429799426934098	0.7352085354025218	0.6246394725999176
103446	148	1159	1217	409	281	750	1e-50	80	1_4	0.5208333333333334	0.7274490785645005	0.6070416835289357
84205	125	1073	1217	321	279	752	1e-80	50	5	0.5562130177514792	0.7293889427740058	0.6311372219890893
98262	129	1479	1217	724	276	755	1e-10	70	3	0.4301994301994302	0.7322987390882638	0.5419956927494617
107863	121	1738	1217	941	234	797	1e-30	70	1_4	0.404158215010142	0.7730358874878759	0.5308025308025308
84977	130	1050	1217	318	299	732	1e-80	50	8	0.5426241660489252	0.7099903006789525	0.6151260504201681
103866	152	1150	1217	403	284	747	1e-50	80	1_6	0.5209205020920502	0.7245392822502424	0.6060851926977687
100616	133	1432	1217	685	284	747	1e-10	70	5	0.4353146853146853	0.7245392822502424	0.5438660356752821
104151	153	1137	1217	390	284	747	1e-50	80	1_8	0.525686136523575	0.7245392822502424	0.6092985318107668
108529	126	1531	1217	758	258	773	1e-30	70	1_6	0.432084963666853	0.7497575169738119	0.5482269503546099
82802	114	1304	1217	508	235	796	1e-80	60	1_2	0.5172189733593242	0.7720659553831232	0.619455252918288
102524	140	1413	1217	670	288	743	1e-10	70	8	0.4368018812463257	0.7206595538312318	0.5439238653001464
83175	118	1196	1217	426	261	770	1e-80	60	1_4	0.5284831846259437	0.7468477206595538	0.6189710610932475
104344	156	1132	1217	388	287	744	1e-50	80	2	0.5243128964059197	0.7216294859359845	0.6073469387755103
108950	126	1503	1217	748	276	755	1e-30	70	1_8	0.4243957279370433	0.7322987390882638	0.5373665480427046
83461	120	1161	1217	391	261	770	1e-80	60	1_6	0.5414908579465542	0.7468477206595538	0.6278026905829598
105123	161	1126	1217	388	293	738	1e-50	80	3	0.5200845665961945	0.7158098933074685	0.6024489795918367
109298	129	1498	1217	743	276	755	1e-30	70	2	0.42559188275084553	0.7322987390882638	0.5383244206773617
83637	122	1157	1217	389	263	768	1e-80	60	1_8	0.5408450704225352	0.7449078564500485	0.6266829865361078
97616	138	1718	1217	938	251	780	1e-10	80	1_2	0.39614017267648555	0.7565470417070805	0.52
106305	172	1109	1217	378	300	731	1e-50	80	5	0.5188076650106459	0.7090203685741998	0.5991803278688526
83795	123	1153	1217	386	264	767	1e-80	60	2	0.5412844036697247	0.7439379243452958	0.6266339869281046
110563	130	1445	1217	690	276	755	1e-30	70	3	0.4386984311446833	0.7322987390882638	0.5486918604651163
84270	128	1112	1217	361	280	751	1e-80	60	3	0.5395114942528736	0.7284190106692532	0.6198926950061907
107444	183	1071	1217	357	317	714	1e-50	80	8	0.5144092219020173	0.6925315227934045	0.5903265812319141
99747	145	1601	1217	828	258	773	1e-10	80	1_4	0.41581495427649273	0.7497575169738119	0.5349480968858132
84982	137	1046	1217	312	297	734	1e-80	60	5	0.5465376023827252	0.7119301648884578	0.6183656276326874
112196	133	1186	1217	440	285	746	1e-30	70	5	0.5071380013596193	0.7235693501454898	0.5963229416466825
85761	144	1036	1217	308	303	728	1e-80	60	8	0.5436893203883495	0.7061105722599418	0.6143459915611814
100957	148	1443	1217	681	269	762	1e-10	80	1_6	0.44509345794392524	0.7390882638215325	0.5555960627050675
113669	141	1179	1217	436	288	743	1e-30	70	8	0.5064758009543285	0.7206595538312318	0.5948759007205765
83953	132	1264	1217	489	256	775	1e-80	70	1_2	0.5098684210526315	0.7516973811833172	0.6076048608388867
101788	148	1409	1217	660	282	749	1e-10	80	1_8	0.4429331756357185	0.7264791464597479	0.550330639235856
84321	135	1144	1217	395	282	749	1e-80	70	1_4	0.5252454417952315	0.7264791464597479	0.6096866096866097
110602	140	1660	1217	880	251	780	1e-30	80	1_2	0.40816326530612246	0.7565470417070805	0.53025152957172
102423	152	1399	1217	653	285	746	1e-10	80	2	0.44299287410926363	0.7235693501454898	0.5495395948434623
84586	136	1107	1217	364	288	743	1e-80	70	1_6	0.5326164874551972	0.7206595538312318	0.6125309150865622
84758	137	1105	1217	362	288	743	1e-80	70	1_8	0.533381191672649	0.7206595538312318	0.6130363036303631
104568	157	1393	1217	653	291	740	1e-10	80	3	0.43942992874109266	0.7177497575169738	0.5451197053406998
111738	145	1446	1217	676	261	770	1e-30	80	1_4	0.4510837727006444	0.7468477206595538	0.56245434623813
84904	139	1100	1217	357	288	743	1e-80	70	2	0.5353025936599424	0.7206595538312318	0.6143034311699049
106975	169	1356	1217	623	298	733	1e-10	80	5	0.44316807738814995	0.7109602327837051	0.5459962756052141
85349	140	1084	1217	341	288	743	1e-80	70	3	0.5415451895043731	0.7206595538312318	0.6183936745734498
112417	149	1380	1217	631	282	749	1e-30	80	1_6	0.450661853188929	0.7264791464597479	0.5562569624953584
86022	143	1023	1217	282	290	741	1e-80	70	5	0.5643564356435643	0.7187196896217265	0.6322525597269624
108977	182	1097	1217	381	315	716	1e-10	80	8	0.5070821529745042	0.6944713870029098	0.5861645517805976
86783	150	993	1217	256	294	737	1e-80	70	8	0.5726495726495726	0.7148399612027158	0.6358930112165659
112821	149	1378	1217	629	282	749	1e-30	80	1_8	0.4512048192771084	0.7264791464597479	0.5566703827573394
85515	149	1117	1217	372	286	745	1e-80	80	1_2	0.5310049893086244	0.7225994180407371	0.6121610517666393
113160	154	1375	1217	629	285	746	1e-30	80	2	0.4493975903614458	0.7235693501454898	0.5544407283537719
85896	154	1055	1217	316	292	739	1e-80	80	1_4	0.5486265775798069	0.7167798254122212	0.6215306980656014
114430	157	1367	1217	627	291	740	1e-30	80	3	0.44632086851628466	0.7177497575169738	0.5503904797322424
86151	158	1042	1217	303	292	739	1e-80	80	1_6	0.5539730134932533	0.7167798254122212	0.6249471458773784
86320	158	1040	1217	301	292	739	1e-80	80	1_8	0.5548048048048048	0.7167798254122212	0.6254760897164621
116120	170	1115	1217	382	298	733	1e-30	80	5	0.5187544232130219	0.7109602327837051	0.599836333878887
86475	161	1032	1217	296	295	736	1e-80	80	2	0.5546345139412208	0.7138700290979632	0.6242578456318914
117708	181	1094	1217	378	315	716	1e-30	80	8	0.5081618168914124	0.6944713870029098	0.5868852459016394
86933	164	1017	1217	283	297	734	1e-80	80	3	0.558599695585997	0.7119301648884578	0.6260127931769723
87676	175	968	1217	239	302	729	1e-80	80	5	0.574015748031496	0.7070805043646945	0.6336375488917861
88476	186	941	1217	228	318	713	1e-80	80	8	0.5663224781572677	0.6915615906886518	0.622707423580786
67771	49	3465	1217	2511	77	954	1e-05	0	1_2	0.269339356295878	0.9253152279340446	0.4172315766455281
70732	57	2710	1217	1768	89	942	1e-05	0	1_4	0.3365487674169346	0.9136760426770126	0.49190600522193206
72519	64	2669	1217	1729	91	940	1e-05	0	1_6	0.34057971014492755	0.9117361784675073	0.49591136903191774
73831	68	2625	1217	1691	97	934	1e-05	0	1_8	0.34313005143277003	0.9059165858389913	0.49773514521715967
74853	68	2589	1217	1655	97	934	1e-05	0	2	0.347728965003723	0.9059165858389913	0.5025558245897229
77936	70	2101	1217	1174	104	927	1e-05	0	3	0.4204081632653061	0.8991270611057226	0.572929542645241
80688	81	2019	1217	1101	113	918	1e-05	0	5	0.43058161350844276	0.8903976721629486	0.5804615871008536
82688	86	1946	1217	1053	138	893	1e-05	0	8	0.42850287907869483	0.8661493695441319	0.573354735152488
68063	50	3193	1217	2240	78	953	1e-05	10	1_2	0.2913482115560991	0.9243452958292919	0.44304974430497446
70992	57	2707	1217	1765	89	942	1e-05	10	1_4	0.3369098712446352	0.9136760426770126	0.49229161222889994
72773	64	2659	1217	1725	97	934	1e-05	10	1_6	0.33889695210449927	0.9059165858389913	0.4932664378135727
74084	67	2622	1217	1688	97	934	1e-05	10	1_8	0.34350864288341304	0.9059165858389913	0.4981333333333334
75104	68	2582	1217	1651	100	931	1e-05	10	2	0.3471290082028337	0.9030067895247332	0.5014812819822246
78177	71	2095	1217	1168	104	927	1e-05	10	3	0.42155525238744884	0.8991270611057226	0.5739938080495356
80920	82	2014	1217	1098	115	916	1e-05	10	5	0.43024894316580553	0.8884578079534433	0.5797468354430381
82930	88	1939	1217	1046	138	893	1e-05	10	8	0.42994703899855563	0.8661493695441319	0.5746460746460746
69109	53	2937	1217	1994	88	943	1e-05	20	1_2	0.3117355371900826	0.9146459747817652	0.464990138067061
71962	58	2671	1217	1736	96	935	1e-05	20	1_4	0.3379110950487893	0.906886517943744	0.49236440231700895
73723	63	2593	1217	1659	97	934	1e-05	20	1_6	0.34721189591078067	0.9059165858389913	0.5020155872077399
75013	69	2571	1217	1637	97	934	1e-05	20	1_8	0.35007496251874065	0.9059165858389913	0.5050013517166801
76020	71	2548	1217	1615	98	933	1e-05	20	2	0.3526077097505669	0.9049466537342385	0.5074789230350829
56545	93	1057	1217	290	264	767	1e-140	0	1_2	0.5806207418622256	0.7439379243452958	0.6522108843537415
70652	88	1191	1217	398	238	793	1e-100	0	1_2	0.5549335199440167	0.7691561590688651	0.6447154471544716
56679	99	1051	1217	290	270	761	1e-140	0	1_4	0.5760787282361847	0.7381183317167799	0.647108843537415
85036	73	1525	1217	659	165	866	1e-70	0	1_2	0.5124260355029586	0.8399612027158099	0.6365306872473355
79060	76	2068	1217	1143	106	925	1e-05	20	3	0.4254829806807728	0.8971871968962173	0.577223088923557
56806	100	998	1217	237	270	761	1e-140	0	1_6	0.6001577287066246	0.7381183317167799	0.662026968247064
70941	90	1139	1217	360	252	779	1e-100	0	1_4	0.5600287562904386	0.7555771096023278	0.643270024772915
56901	104	996	1217	236	271	760	1e-140	0	1_8	0.5998421468034728	0.7371483996120272	0.6614447345517842
56970	105	977	1217	217	271	760	1e-140	0	2	0.6089743589743589	0.7371483996120272	0.6669591926283458
95059	64	2126	1217	1206	111	920	1e-50	0	1_2	0.4112650871703174	0.8923375363724539	0.5630354957160343
71160	91	1069	1217	290	252	779	1e-100	0	1_6	0.5897047691143074	0.7555771096023278	0.6624149659863945
81798	85	1886	1217	989	134	897	1e-05	20	5	0.44405940594059407	0.8700290979631425	0.5880039331366764
85524	78	1442	1217	578	167	864	1e-70	0	1_4	0.5369794903666874	0.8380213385063046	0.6545454545454545
57232	113	964	1217	211	278	753	1e-140	0	3	0.606280193236715	0.7303588748787585	0.6625604927408711
57729	130	933	1217	206	304	727	1e-140	0	5	0.587712206952304	0.7051406401551892	0.6410934744268079
71300	93	1066	1217	289	254	777	1e-100	0	1_8	0.5886363636363636	0.7536372453928225	0.6609953211399404
98760	57	2598	1217	1655	88	943	1e-30	0	1_2	0.3510796723752792	0.9146459747817652	0.5073984396018295
58059	140	928	1217	203	306	725	1e-140	0	8	0.5875202593192869	0.7032007759456838	0.6401766004415012
83779	89	1791	1217	906	146	885	1e-05	20	8	0.4568921011874032	0.8583899127061105	0.5963611859838275
85835	84	1413	1217	557	175	856	1e-70	0	1_6	0.5390428211586902	0.8302618816682832	0.653684612447499
71418	95	1062	1217	287	256	775	1e-100	0	2	0.5880121396054628	0.7516973811833172	0.659855257556407
95814	72	1607	1217	739	163	868	1e-50	0	1_4	0.4903954802259887	0.8419010669253152	0.6197786504819707
56545	93	1057	1217	290	264	767	1e-140	10	1_2	0.5806207418622256	0.7439379243452958	0.6522108843537415
71815	98	1056	1217	287	262	769	1e-100	0	3	0.5834597875569044	0.7458777885548011	0.6547467007237121
76862	50	3184	1217	2233	80	951	1e-10	0	1_2	0.2913602941176471	0.9224054316197866	0.4428405122235157
56679	99	1051	1217	290	270	761	1e-140	10	1_4	0.5760787282361847	0.7381183317167799	0.647108843537415
86046	86	1338	1217	490	183	848	1e-70	0	1_8	0.5575279421433268	0.8225024248302619	0.664576802507837
72478	111	1014	1217	283	300	731	1e-100	0	5	0.556316590563166	0.7090203685741998	0.623454157782516
56806	100	998	1217	237	270	761	1e-140	10	1_6	0.6001577287066246	0.7381183317167799	0.662026968247064
73039	120	995	1217	270	306	725	1e-100	0	8	0.5572636433512682	0.7032007759456838	0.6217838765008575
99959	63	2184	1217	1249	96	935	1e-30	0	1_4	0.4100877192982456	0.906886517943744	0.5647840531561461
56901	104	996	1217	236	271	760	1e-140	10	1_8	0.5998421468034728	0.7371483996120272	0.6614447345517842
96267	75	1537	1217	671	165	866	1e-50	0	1_6	0.5088131609870741	0.8399612027158099	0.6337358214416393
86189	87	1321	1217	490	200	831	1e-70	0	2	0.5463510848126233	0.8060135790494666	0.6512539184952978
56970	105	977	1217	217	271	760	1e-140	10	2	0.6089743589743589	0.7371483996120272	0.6669591926283458
57232	113	964	1217	211	278	753	1e-140	10	3	0.606280193236715	0.7303588748787585	0.6625604927408711
86789	91	1249	1217	472	254	777	1e-70	0	3	0.5169660678642715	0.7536372453928225	0.6132596685082873
70654	88	1191	1217	398	238	793	1e-100	10	1_2	0.5549335199440167	0.7691561590688651	0.6447154471544716
57729	130	933	1217	206	304	727	1e-140	10	5	0.587712206952304	0.7051406401551892	0.6410934744268079
96541	76	1450	1217	591	172	859	1e-50	0	1_8	0.5295930949445129	0.8331716779825412	0.647568790049001
58059	140	928	1217	203	306	725	1e-140	10	8	0.5875202593192869	0.7032007759456838	0.6401766004415012
87729	107	1187	1217	425	269	762	1e-70	0	5	0.5233516483516484	0.7390882638215325	0.6127864897466828
100673	67	2120	1217	1196	107	924	1e-30	0	1_6	0.4149079479119892	0.8962172647914646	0.567219152854512
70943	90	1139	1217	360	252	779	1e-100	10	1_4	0.5600287562904386	0.7555771096023278	0.643270024772915
56560	93	1057	1217	290	264	767	1e-140	20	1_2	0.5806207418622256	0.7439379243452958	0.6522108843537415
71162	91	1069	1217	290	252	779	1e-100	10	1_6	0.5897047691143074	0.7555771096023278	0.6624149659863945
96775	79	1454	1217	593	170	861	1e-50	0	2	0.5301724137931034	0.8351115421920465	0.6485875706214689
79050	57	2704	1217	1761	88	943	1e-10	0	1_4	0.33775071633237824	0.9146459747817652	0.493329845670939
88619	114	1160	1217	408	279	752	1e-70	0	8	0.5225851285615011	0.7293889427740058	0.608906882591093
56694	99	1051	1217	290	270	761	1e-140	20	1_4	0.5760787282361847	0.7381183317167799	0.647108843537415
56822	101	998	1217	237	270	761	1e-140	20	1_6	0.6001577287066246	0.7381183317167799	0.662026968247064
71302	93	1066	1217	289	254	777	1e-100	10	1_8	0.5886363636363636	0.7536372453928225	0.6609953211399404
56916	105	996	1217	236	271	760	1e-140	20	1_8	0.5998421468034728	0.7371483996120272	0.6614447345517842
101134	70	2042	1217	1125	114	917	1e-30	0	1_8	0.4253246753246753	0.8894277400581959	0.5754628176968937
97611	87	1405	1217	555	181	850	1e-50	0	3	0.5359394703656999	0.8244422890397672	0.649598777225831
71420	95	1062	1217	287	256	775	1e-100	10	2	0.5880121396054628	0.7516973811833172	0.659855257556407
56986	105	977	1217	217	271	760	1e-140	20	2	0.6089743589743589	0.7371483996120272	0.6669591926283458
57247	113	964	1217	211	278	753	1e-140	20	3	0.606280193236715	0.7303588748787585	0.6625604927408711
85040	73	1525	1217	659	165	866	1e-70	10	1_2	0.5124260355029586	0.8399612027158099	0.6365306872473355
71817	98	1056	1217	287	262	769	1e-100	10	3	0.5834597875569044	0.7458777885548011	0.6547467007237121
57747	131	933	1217	206	304	727	1e-140	20	5	0.587712206952304	0.7051406401551892	0.6410934744268079
58078	140	930	1217	205	306	725	1e-140	20	8	0.5865695792880259	0.7032007759456838	0.639611821790913
98893	97	1347	1217	510	194	837	1e-50	0	5	0.5431537962362103	0.8118331716779825	0.6508553654743391
72480	111	1014	1217	283	300	731	1e-100	10	5	0.556316590563166	0.7090203685741998	0.623454157782516
101545	72	2034	1217	1117	114	917	1e-30	0	2	0.4269087523277467	0.8894277400581959	0.5769109782950613
51319	101	1001	1217	244	274	757	1e-160	0	1_2	0.5937254901960785	0.7342386032977691	0.6565481352992195
85529	78	1442	1217	578	167	864	1e-70	10	1_4	0.5369794903666874	0.8380213385063046	0.6545454545454545
80360	62	2624	1217	1683	90	941	1e-10	0	1_6	0.34672070744288874	0.9127061105722599	0.5025367156208278
73039	119	996	1217	270	305	726	1e-100	10	8	0.5580322828593389	0.7041707080504365	0.6226415094339622
51426	104	978	1217	221	274	757	1e-160	0	1_4	0.604632587859425	0.7342386032977691	0.6631625054752518
100005	109	1260	1217	497	268	763	1e-50	0	8	0.4993455497382199	0.7400581959262852	0.5963266901133255
51527	106	953	1217	196	274	757	1e-160	0	1_6	0.6169519152404238	0.7342386032977691	0.6705048715677591
85839	83	1413	1217	557	175	856	1e-70	10	1_6	0.5390428211586902	0.8302618816682832	0.653684612447499
102979	77	1957	1217	1052	126	905	1e-30	0	3	0.4344695151224196	0.8777885548011639	0.5812459858702633
51614	109	953	1217	196	274	757	1e-160	0	1_8	0.6169519152404238	0.7342386032977691	0.6705048715677591
70687	89	1189	1217	398	240	791	1e-100	20	1_2	0.5535339398180545	0.7672162948593598	0.6430894308943089
51661	109	953	1217	196	274	757	1e-160	0	2	0.6169519152404238	0.7342386032977691	0.6705048715677591
51874	117	935	1217	189	285	746	1e-160	0	3	0.6114754098360655	0.7235693501454898	0.6628165259884495
86051	86	1338	1217	490	183	848	1e-70	10	1_8	0.5575279421433268	0.8225024248302619	0.664576802507837
70977	90	1137	1217	360	254	777	1e-100	20	1_4	0.5585909417685119	0.7536372453928225	0.6416184971098267
52213	132	902	1217	189	318	713	1e-160	0	5	0.5844262295081967	0.6915615906886518	0.6334962239004887
52481	147	908	1217	189	312	719	1e-160	0	8	0.589344262295082	0.6973811833171678	0.6388271879164815
104766	85	1547	1217	659	143	888	1e-30	0	5	0.5254437869822485	0.8612997090203686	0.6527012127894156
71195	91	1067	1217	290	254	777	1e-100	20	1_6	0.5881907645722937	0.7536372453928225	0.6607142857142856
81399	67	2581	1217	1647	97	934	1e-10	0	1_8	0.3487677371172517	0.9059165858389913	0.5036397950930169
95071	64	2126	1217	1206	111	920	1e-50	10	1_2	0.4112650871703174	0.8923375363724539	0.5630354957160343
86194	87	1321	1217	490	200	831	1e-70	10	2	0.5463510848126233	0.8060135790494666	0.6512539184952978
51319	101	1001	1217	244	274	757	1e-160	10	1_2	0.5937254901960785	0.7342386032977691	0.6565481352992195
71336	93	1064	1217	289	256	775	1e-100	20	1_8	0.5871212121212122	0.7516973811833172	0.6592939174819226
51426	104	978	1217	221	274	757	1e-160	10	1_4	0.604632587859425	0.7342386032977691	0.6631625054752518
86794	91	1249	1217	472	254	777	1e-70	10	3	0.5169660678642715	0.7536372453928225	0.6132596685082873
51527	106	953	1217	196	274	757	1e-160	10	1_6	0.6169519152404238	0.7342386032977691	0.6705048715677591
106285	92	1460	1217	609	180	851	1e-30	0	8	0.5189024390243903	0.8254122211445198	0.6372145263946088
71457	97	1060	1217	287	258	773	1e-100	20	2	0.58649468892261	0.7497575169738119	0.6581524052788421
51614	109	953	1217	196	274	757	1e-160	10	1_8	0.6169519152404238	0.7342386032977691	0.6705048715677591
95824	72	1607	1217	739	163	868	1e-50	10	1_4	0.4903954802259887	0.8419010669253152	0.6197786504819707
87734	107	1187	1217	425	269	762	1e-70	10	5	0.5233516483516484	0.7390882638215325	0.6127864897466828
51661	109	953	1217	196	274	757	1e-160	10	2	0.6169519152404238	0.7342386032977691	0.6705048715677591
71855	102	1054	1217	287	264	767	1e-100	20	3	0.5819423368740516	0.7439379243452958	0.6530438484461473
51874	117	935	1217	189	285	746	1e-160	10	3	0.6114754098360655	0.7235693501454898	0.6628165259884495
82227	69	2578	1217	1645	98	933	1e-10	0	2	0.3486547085201794	0.9049466537342385	0.5033719989209604
52213	132	902	1217	189	318	713	1e-160	10	5	0.5844262295081967	0.6915615906886518	0.6334962239004887
72515	114	1012	1217	283	302	729	1e-100	20	5	0.5547945205479452	0.7070805043646945	0.6217484008528784
88623	112	1160	1217	408	279	752	1e-70	10	8	0.5225851285615011	0.7293889427740058	0.608906882591093
52481	147	908	1217	189	312	719	1e-160	10	8	0.589344262295082	0.6973811833171678	0.6388271879164815
73075	121	997	1217	270	304	727	1e-100	20	8	0.5588009223674096	0.7051406401551892	0.6234991423670669
96279	75	1537	1217	671	165	866	1e-50	10	1_6	0.5088131609870741	0.8399612027158099	0.6337358214416393
51329	101	1001	1217	244	274	757	1e-160	20	1_2	0.5937254901960785	0.7342386032977691	0.6565481352992195
51436	104	978	1217	221	274	757	1e-160	20	1_4	0.604632587859425	0.7342386032977691	0.6631625054752518
63059	90	1099	1217	324	256	775	1e-120	0	1_2	0.5719557195571956	0.7516973811833172	0.6496227996647108
51537	106	953	1217	196	274	757	1e-160	20	1_6	0.6169519152404238	0.7342386032977691	0.6705048715677591
85129	74	1524	1217	658	165	866	1e-70	20	1_2	0.5127294256956779	0.8399612027158099	0.636764705882353
96554	76	1450	1217	591	172	859	1e-50	10	1_8	0.5295930949445129	0.8331716779825412	0.647568790049001
98807	57	2595	1217	1652	88	943	1e-30	10	1_2	0.3514722325754752	0.9146459747817652	0.5078082929456113
84928	72	2094	1217	1167	104	927	1e-10	0	3	0.42174704276615105	0.8991270611057226	0.5741715701455559
51623	108	953	1217	196	274	757	1e-160	20	1_8	0.6169519152404238	0.7342386032977691	0.6705048715677591
63263	93	1081	1217	311	261	770	1e-120	0	1_4	0.5737704918032787	0.7468477206595538	0.6489675516224188
51670	108	953	1217	196	274	757	1e-160	20	2	0.6169519152404238	0.7342386032977691	0.6705048715677591
51884	118	935	1217	189	285	746	1e-160	20	3	0.6114754098360655	0.7235693501454898	0.6628165259884495
63435	94	1034	1217	270	267	764	1e-120	0	1_6	0.5872405841660261	0.7410281280310378	0.6552315608919381
85620	81	1440	1217	577	168	863	1e-70	20	1_4	0.5366915422885572	0.8370514064015518	0.6540356195528608
52226	134	902	1217	189	318	713	1e-160	20	5	0.5844262295081967	0.6915615906886518	0.6334962239004887
96788	79	1454	1217	593	170	861	1e-50	10	2	0.5301724137931034	0.8351115421920465	0.6485875706214689
52494	149	908	1217	189	312	719	1e-160	20	8	0.589344262295082	0.6973811833171678	0.6388271879164815
